rd,prime,buffer_from,buffer_to,packet_id,injection_rd
106,0,0,-1,113,105
106,0,-1,-2,112,105
106,0,-2,-3,114,106
106,1,8,9,104,96
106,1,7,8,105,99
106,1,6,7,106,99
106,1,5,6,107,101
106,1,4,5,108,101
106,1,3,4,109,102
106,1,2,3,110,104
106,1,1,2,111,105
106,1,0,1,113,105
106,1,0,-1,112,105
106,1,-1,-2,114,106
107,0,8,9,104,96
107,0,7,8,105,99
107,0,6,7,106,99
107,0,5,6,107,101
107,0,4,5,108,101
107,0,3,4,109,102
107,0,2,3,110,104
107,0,1,2,111,105
107,0,0,1,113,105
107,0,0,-1,112,105
107,0,-1,-2,114,106
107,0,-2,-3,115,107
107,1,8,9,105,99
107,1,7,8,106,99
107,1,6,7,107,101
107,1,5,6,108,101
107,1,4,5,109,102
107,1,3,4,110,104
107,1,2,3,111,105
107,1,1,2,112,105
107,1,0,1,113,105
107,1,0,-1,114,106
107,1,-1,-2,115,107
108,0,8,9,105,99
108,0,7,8,106,99
108,0,6,7,107,101
108,0,5,6,108,101
108,0,4,5,109,102
108,0,3,4,110,104
108,0,2,3,111,105
108,0,1,2,112,105
108,0,0,1,113,105
108,0,0,-1,114,106
108,0,-1,-2,115,107
108,0,-2,-3,116,108
108,1,8,9,106,99
108,1,7,8,107,101
108,1,6,7,108,101
108,1,5,6,109,102
108,1,4,5,110,104
108,1,3,4,112,105
108,1,2,3,111,105
108,1,1,2,113,105
108,1,0,1,114,106
108,1,0,-1,115,107
108,1,-1,-2,116,108
109,0,8,9,106,99
109,0,7,8,107,101
109,0,6,7,108,101
109,0,5,6,109,102
109,0,4,5,110,104
109,0,3,4,112,105
109,0,2,3,111,105
109,0,1,2,113,105
109,0,0,1,114,106
109,0,0,-1,115,107
109,0,-1,-2,116,108
109,1,8,9,107,101
109,1,7,8,108,101
109,1,6,7,109,102
109,1,5,6,110,104
109,1,4,5,111,105
109,1,3,4,112,105
109,1,2,3,113,105
109,1,1,2,114,106
109,1,0,1,115,107
109,1,0,-1,116,108
110,0,8,9,107,101
110,0,7,8,108,101
110,0,6,7,109,102
110,0,5,6,110,104
110,0,4,5,111,105
110,0,3,4,112,105
110,0,2,3,113,105
110,0,1,2,114,106
110,0,0,1,115,107
110,0,0,-1,116,108
110,0,-1,-2,117,110
110,1,8,9,108,101
110,1,7,8,109,102
110,1,6,7,110,104
110,1,5,6,111,105
110,1,4,5,113,105
110,1,3,4,112,105
110,1,2,3,114,106
110,1,1,2,115,107
110,1,0,1,116,108
110,1,0,-1,117,110
111,0,8,9,108,101
111,0,7,8,109,102
111,0,6,7,110,104
111,0,5,6,111,105
111,0,4,5,113,105
111,0,3,4,112,105
111,0,2,3,114,106
111,0,1,2,115,107
111,0,0,1,116,108
111,0,0,-1,117,110
111,0,-1,-2,118,111
111,1,8,9,109,102
111,1,7,8,110,104
111,1,6,7,111,105
111,1,5,6,113,105
111,1,4,5,112,105
111,1,3,4,114,106
111,1,2,3,115,107
111,1,1,2,116,108
111,1,0,1,117,110
111,1,0,-1,118,111
112,0,8,9,109,102
112,0,7,8,110,104
112,0,6,7,111,105
112,0,5,6,113,105
112,0,4,5,112,105
112,0,3,4,114,106
112,0,2,3,115,107
112,0,1,2,116,108
112,0,0,1,117,110
112,0,0,-1,118,111
112,1,8,9,110,104
112,1,7,8,111,105
112,1,6,7,113,105
112,1,5,6,112,105
112,1,4,5,114,106
112,1,3,4,115,107
112,1,2,3,116,108
112,1,1,2,117,110
112,1,0,1,118,111
113,0,8,9,110,104
113,0,7,8,111,105
113,0,6,7,113,105
113,0,5,6,112,105
113,0,4,5,114,106
113,0,3,4,115,107
113,0,2,3,116,108
113,0,1,2,117,110
113,0,0,1,118,111
113,0,0,-1,119,113
113,1,8,9,111,105
113,1,7,8,113,105
113,1,6,7,112,105
113,1,5,6,114,106
113,1,4,5,115,107
113,1,3,4,116,108
113,1,2,3,117,110
113,1,1,2,118,111
113,1,0,1,119,113
114,0,8,9,111,105
114,0,7,8,113,105
114,0,6,7,112,105
114,0,5,6,114,106
114,0,4,5,115,107
114,0,3,4,116,108
114,0,2,3,117,110
114,0,1,2,118,111
114,0,0,1,119,113
114,1,8,9,113,105
114,1,7,8,112,105
114,1,6,7,114,106
114,1,5,6,115,107
114,1,4,5,116,108
114,1,3,4,117,110
114,1,2,3,118,111
114,1,1,2,119,113
114,1,0,1,-1,-1
115,0,8,9,113,105
115,0,7,8,112,105
115,0,6,7,114,106
115,0,5,6,115,107
115,0,4,5,116,108
115,0,3,4,117,110
115,0,2,3,118,111
115,0,1,2,119,113
115,0,0,1,121,115
115,0,0,-1,120,115
115,1,8,9,112,105
115,1,7,8,114,106
115,1,6,7,115,107
115,1,5,6,116,108
115,1,4,5,117,110
115,1,3,4,118,111
115,1,2,3,119,113
115,1,1,2,121,115
115,1,0,1,120,115
116,0,8,9,112,105
116,0,7,8,114,106
116,0,6,7,115,107
116,0,5,6,116,108
116,0,4,5,117,110
116,0,3,4,118,111
116,0,2,3,119,113
116,0,1,2,121,115
116,0,0,1,120,115
116,1,8,9,114,106
116,1,7,8,115,107
116,1,6,7,116,108
116,1,5,6,117,110
116,1,4,5,118,111
116,1,3,4,119,113
116,1,2,3,121,115
116,1,1,2,120,115
116,1,0,1,-1,-1
117,0,8,9,114,106
117,0,7,8,115,107
117,0,6,7,116,108
117,0,5,6,117,110
117,0,4,5,118,111
117,0,3,4,119,113
117,0,2,3,121,115
117,0,1,2,120,115
117,0,0,1,122,117
117,0,0,-1,123,117
117,1,8,9,115,107
117,1,7,8,116,108
117,1,6,7,117,110
117,1,5,6,118,111
117,1,4,5,119,113
117,1,3,4,120,115
117,1,2,3,121,115
117,1,1,2,122,117
117,1,0,1,123,117
118,0,8,9,115,107
118,0,7,8,116,108
118,0,6,7,117,110
118,0,5,6,118,111
118,0,4,5,119,113
118,0,3,4,120,115
118,0,2,3,121,115
118,0,1,2,122,117
118,0,0,1,123,117
118,0,0,-1,125,118
118,0,-1,-2,124,118
118,1,8,9,116,108
118,1,7,8,117,110
118,1,6,7,118,111
118,1,5,6,119,113
118,1,4,5,121,115
118,1,3,4,120,115
118,1,2,3,122,117
118,1,1,2,123,117
118,1,0,1,125,118
118,1,0,-1,124,118
119,0,8,9,116,108
119,0,7,8,117,110
119,0,6,7,118,111
119,0,5,6,119,113
119,0,4,5,121,115
119,0,3,4,120,115
119,0,2,3,122,117
119,0,1,2,123,117
119,0,0,1,125,118
119,0,0,-1,124,118
119,0,-1,-2,126,119
119,1,8,9,117,110
119,1,7,8,118,111
119,1,6,7,119,113
119,1,5,6,121,115
119,1,4,5,120,115
119,1,3,4,123,117
119,1,2,3,122,117
119,1,1,2,125,118
119,1,0,1,124,118
119,1,0,-1,126,119
120,0,8,9,117,110
120,0,7,8,118,111
120,0,6,7,119,113
120,0,5,6,121,115
120,0,4,5,120,115
120,0,3,4,123,117
120,0,2,3,122,117
120,0,1,2,125,118
120,0,0,1,124,118
120,0,0,-1,126,119
120,0,-1,-2,127,120
120,0,-2,-3,128,120
120,1,8,9,118,111
120,1,7,8,119,113
120,1,6,7,121,115
120,1,5,6,120,115
120,1,4,5,123,117
120,1,3,4,122,117
120,1,2,3,124,118
120,1,1,2,125,118
120,1,0,1,126,119
120,1,0,-1,127,120
120,1,-1,-2,128,120
121,0,8,9,118,111
121,0,7,8,119,113
121,0,6,7,121,115
121,0,5,6,120,115
121,0,4,5,123,117
121,0,3,4,122,117
121,0,2,3,124,118
121,0,1,2,125,118
121,0,0,1,126,119
121,0,0,-1,127,120
121,0,-1,-2,128,120
121,1,8,9,119,113
121,1,7,8,121,115
121,1,6,7,120,115
121,1,5,6,123,117
121,1,4,5,122,117
121,1,3,4,125,118
121,1,2,3,124,118
121,1,1,2,126,119
121,1,0,1,127,120
121,1,0,-1,128,120
122,0,8,9,119,113
122,0,7,8,121,115
122,0,6,7,120,115
122,0,5,6,123,117
122,0,4,5,122,117
122,0,3,4,125,118
122,0,2,3,124,118
122,0,1,2,126,119
122,0,0,1,127,120
122,0,0,-1,128,120
122,1,8,9,121,115
122,1,7,8,120,115
122,1,6,7,123,117
122,1,5,6,122,117
122,1,4,5,125,118
122,1,3,4,124,118
122,1,2,3,126,119
122,1,1,2,127,120
122,1,0,1,128,120
123,0,8,9,121,115
123,0,7,8,120,115
123,0,6,7,123,117
123,0,5,6,122,117
123,0,4,5,125,118
123,0,3,4,124,118
123,0,2,3,126,119
123,0,1,2,127,120
123,0,0,1,128,120
123,0,0,-1,131,123
123,0,-1,-2,129,123
123,0,-2,-3,130,123
123,1,8,9,120,115
123,1,7,8,123,117
123,1,6,7,122,117
123,1,5,6,125,118
123,1,4,5,124,118
123,1,3,4,126,119
123,1,2,3,127,120
123,1,1,2,128,120
123,1,0,1,131,123
123,1,0,-1,129,123
123,1,-1,-2,130,123
124,0,8,9,120,115
124,0,7,8,123,117
124,0,6,7,122,117
124,0,5,6,125,118
124,0,4,5,124,118
124,0,3,4,126,119
124,0,2,3,127,120
124,0,1,2,128,120
124,0,0,1,131,123
124,0,0,-1,129,123
124,0,-1,-2,130,123
124,1,8,9,123,117
124,1,7,8,122,117
124,1,6,7,125,118
124,1,5,6,124,118
124,1,4,5,126,119
124,1,3,4,127,120
124,1,2,3,128,120
124,1,1,2,131,123
124,1,0,1,129,123
124,1,0,-1,130,123
125,0,8,9,123,117
125,0,7,8,122,117
125,0,6,7,125,118
125,0,5,6,124,118
125,0,4,5,126,119
125,0,3,4,127,120
125,0,2,3,128,120
125,0,1,2,131,123
125,0,0,1,129,123
125,0,0,-1,130,123
125,0,-1,-2,133,125
125,0,-2,-3,132,125
125,1,8,9,122,117
125,1,7,8,125,118
125,1,6,7,124,118
125,1,5,6,126,119
125,1,4,5,127,120
125,1,3,4,128,120
125,1,2,3,131,123
125,1,1,2,130,123
125,1,0,1,129,123
125,1,0,-1,133,125
125,1,-1,-2,132,125
126,0,8,9,122,117
126,0,7,8,125,118
126,0,6,7,124,118
126,0,5,6,126,119
126,0,4,5,127,120
126,0,3,4,128,120
126,0,2,3,131,123
126,0,1,2,130,123
126,0,0,1,129,123
126,0,0,-1,133,125
126,0,-1,-2,132,125
126,1,8,9,125,118
126,1,7,8,124,118
126,1,6,7,126,119
126,1,5,6,127,120
126,1,4,5,128,120
126,1,3,4,131,123
126,1,2,3,130,123
126,1,1,2,129,123
126,1,0,1,133,125
126,1,0,-1,132,125
127,0,8,9,125,118
127,0,7,8,124,118
127,0,6,7,126,119
127,0,5,6,127,120
127,0,4,5,128,120
127,0,3,4,131,123
127,0,2,3,130,123
127,0,1,2,129,123
127,0,0,1,133,125
127,0,0,-1,132,125
127,0,-1,-2,135,127
127,0,-2,-3,134,127
127,1,8,9,124,118
127,1,7,8,126,119
127,1,6,7,127,120
127,1,5,6,128,120
127,1,4,5,131,123
127,1,3,4,129,123
127,1,2,3,130,123
127,1,1,2,132,125
127,1,0,1,133,125
127,1,0,-1,135,127
127,1,-1,-2,134,127
128,0,8,9,124,118
128,0,7,8,126,119
128,0,6,7,127,120
128,0,5,6,128,120
128,0,4,5,131,123
128,0,3,4,129,123
128,0,2,3,130,123
128,0,1,2,132,125
128,0,0,1,133,125
128,0,0,-1,135,127
128,0,-1,-2,134,127
128,0,-2,-3,136,128
128,1,8,9,126,119
128,1,7,8,127,120
128,1,6,7,128,120
128,1,5,6,131,123
128,1,4,5,129,123
128,1,3,4,130,123
128,1,2,3,132,125
128,1,1,2,133,125
128,1,0,1,135,127
128,1,0,-1,134,127
128,1,-1,-2,136,128
129,0,8,9,126,119
129,0,7,8,127,120
129,0,6,7,128,120
129,0,5,6,131,123
129,0,4,5,129,123
129,0,3,4,130,123
129,0,2,3,132,125
129,0,1,2,133,125
129,0,0,1,135,127
129,0,0,-1,134,127
129,0,-1,-2,136,128
129,0,-2,-3,137,129
129,1,8,9,127,120
129,1,7,8,128,120
129,1,6,7,131,123
129,1,5,6,129,123
129,1,4,5,130,123
129,1,3,4,132,125
129,1,2,3,133,125
129,1,1,2,135,127
129,1,0,1,134,127
129,1,0,-1,136,128
129,1,-1,-2,137,129
130,0,8,9,127,120
130,0,7,8,128,120
130,0,6,7,131,123
130,0,5,6,129,123
130,0,4,5,130,123
130,0,3,4,132,125
130,0,2,3,133,125
130,0,1,2,135,127
130,0,0,1,134,127
130,0,0,-1,136,128
130,0,-1,-2,137,129
130,0,-2,-3,138,130
130,1,8,9,128,120
130,1,7,8,131,123
130,1,6,7,129,123
130,1,5,6,130,123
130,1,4,5,133,125
130,1,3,4,132,125
130,1,2,3,135,127
130,1,1,2,134,127
130,1,0,1,136,128
130,1,0,-1,137,129
130,1,-1,-2,138,130
131,0,8,9,128,120
131,0,7,8,131,123
131,0,6,7,129,123
131,0,5,6,130,123
131,0,4,5,133,125
131,0,3,4,132,125
131,0,2,3,135,127
131,0,1,2,134,127
131,0,0,1,136,128
131,0,0,-1,137,129
131,0,-1,-2,138,130
131,1,8,9,131,123
131,1,7,8,129,123
131,1,6,7,130,123
131,1,5,6,133,125
131,1,4,5,132,125
131,1,3,4,135,127
131,1,2,3,134,127
131,1,1,2,136,128
131,1,0,1,137,129
131,1,0,-1,138,130
132,0,8,9,131,123
132,0,7,8,129,123
132,0,6,7,130,123
132,0,5,6,133,125
132,0,4,5,132,125
132,0,3,4,135,127
132,0,2,3,134,127
132,0,1,2,136,128
132,0,0,1,137,129
132,0,0,-1,138,130
132,0,-1,-2,139,132
132,1,8,9,129,123
132,1,7,8,130,123
132,1,6,7,133,125
132,1,5,6,132,125
132,1,4,5,135,127
132,1,3,4,134,127
132,1,2,3,136,128
132,1,1,2,137,129
132,1,0,1,138,130
132,1,0,-1,139,132
133,0,8,9,129,123
133,0,7,8,130,123
133,0,6,7,133,125
133,0,5,6,132,125
133,0,4,5,135,127
133,0,3,4,134,127
133,0,2,3,136,128
133,0,1,2,137,129
133,0,0,1,138,130
133,0,0,-1,139,132
133,0,-1,-2,140,133
133,0,-2,-3,141,133
133,1,8,9,130,123
133,1,7,8,133,125
133,1,6,7,132,125
133,1,5,6,135,127
133,1,4,5,134,127
133,1,3,4,136,128
133,1,2,3,137,129
133,1,1,2,138,130
133,1,0,1,139,132
133,1,0,-1,140,133
133,1,-1,-2,141,133
134,0,8,9,130,123
134,0,7,8,133,125
134,0,6,7,132,125
134,0,5,6,135,127
134,0,4,5,134,127
134,0,3,4,136,128
134,0,2,3,137,129
134,0,1,2,138,130
134,0,0,1,139,132
134,0,0,-1,140,133
134,0,-1,-2,141,133
134,1,8,9,133,125
134,1,7,8,132,125
134,1,6,7,135,127
134,1,5,6,134,127
134,1,4,5,136,128
134,1,3,4,137,129
134,1,2,3,138,130
134,1,1,2,139,132
134,1,0,1,140,133
134,1,0,-1,141,133
135,0,8,9,133,125
135,0,7,8,132,125
135,0,6,7,135,127
135,0,5,6,134,127
135,0,4,5,136,128
135,0,3,4,137,129
135,0,2,3,138,130
135,0,1,2,139,132
135,0,0,1,140,133
135,0,0,-1,141,133
135,0,-1,-2,142,135
135,1,8,9,132,125
135,1,7,8,135,127
135,1,6,7,134,127
135,1,5,6,136,128
135,1,4,5,137,129
135,1,3,4,138,130
135,1,2,3,139,132
135,1,1,2,140,133
135,1,0,1,141,133
135,1,0,-1,142,135
136,0,8,9,132,125
136,0,7,8,135,127
136,0,6,7,134,127
136,0,5,6,136,128
136,0,4,5,137,129
136,0,3,4,138,130
136,0,2,3,139,132
136,0,1,2,140,133
136,0,0,1,141,133
136,0,0,-1,142,135
136,0,-1,-2,143,136
136,1,8,9,135,127
136,1,7,8,134,127
136,1,6,7,136,128
136,1,5,6,137,129
136,1,4,5,138,130
136,1,3,4,139,132
136,1,2,3,140,133
136,1,1,2,141,133
136,1,0,1,142,135
136,1,0,-1,143,136
137,0,8,9,135,127
137,0,7,8,134,127
137,0,6,7,136,128
137,0,5,6,137,129
137,0,4,5,138,130
137,0,3,4,139,132
137,0,2,3,140,133
137,0,1,2,141,133
137,0,0,1,142,135
137,0,0,-1,143,136
137,1,8,9,134,127
137,1,7,8,136,128
137,1,6,7,137,129
137,1,5,6,138,130
137,1,4,5,139,132
137,1,3,4,140,133
137,1,2,3,141,133
137,1,1,2,142,135
137,1,0,1,143,136
138,0,8,9,134,127
138,0,7,8,136,128
138,0,6,7,137,129
138,0,5,6,138,130
138,0,4,5,139,132
138,0,3,4,140,133
138,0,2,3,141,133
138,0,1,2,142,135
138,0,0,1,143,136
138,0,0,-1,146,138
138,0,-1,-2,145,138
138,0,-2,-3,144,138
138,1,8,9,136,128
138,1,7,8,137,129
138,1,6,7,138,130
138,1,5,6,139,132
138,1,4,5,140,133
138,1,3,4,141,133
138,1,2,3,142,135
138,1,1,2,143,136
138,1,0,1,146,138
138,1,0,-1,145,138
138,1,-1,-2,144,138
139,0,8,9,136,128
139,0,7,8,137,129
139,0,6,7,138,130
139,0,5,6,139,132
139,0,4,5,140,133
139,0,3,4,141,133
139,0,2,3,142,135
139,0,1,2,143,136
139,0,0,1,146,138
139,0,0,-1,145,138
139,0,-1,-2,144,138
139,1,8,9,137,129
139,1,7,8,138,130
139,1,6,7,139,132
139,1,5,6,140,133
139,1,4,5,141,133
139,1,3,4,142,135
139,1,2,3,143,136
139,1,1,2,146,138
139,1,0,1,145,138
139,1,0,-1,144,138
140,0,8,9,137,129
140,0,7,8,138,130
140,0,6,7,139,132
140,0,5,6,140,133
140,0,4,5,141,133
140,0,3,4,142,135
140,0,2,3,143,136
140,0,1,2,146,138
140,0,0,1,145,138
140,0,0,-1,144,138
140,1,8,9,138,130
140,1,7,8,139,132
140,1,6,7,140,133
140,1,5,6,141,133
140,1,4,5,142,135
140,1,3,4,143,136
140,1,2,3,146,138
140,1,1,2,144,138
140,1,0,1,145,138
141,0,8,9,138,130
141,0,7,8,139,132
141,0,6,7,140,133
141,0,5,6,141,133
141,0,4,5,142,135
141,0,3,4,143,136
141,0,2,3,146,138
141,0,1,2,144,138
141,0,0,1,145,138
141,0,0,-1,147,141
141,1,8,9,139,132
141,1,7,8,140,133
141,1,6,7,141,133
141,1,5,6,142,135
141,1,4,5,143,136
141,1,3,4,145,138
141,1,2,3,146,138
141,1,1,2,144,138
141,1,0,1,147,141
142,0,8,9,139,132
142,0,7,8,140,133
142,0,6,7,141,133
142,0,5,6,142,135
142,0,4,5,143,136
142,0,3,4,145,138
142,0,2,3,146,138
142,0,1,2,144,138
142,0,0,1,147,141
142,0,0,-1,148,142
142,0,-1,-2,149,142
142,0,-2,-3,150,142
142,1,8,9,140,133
142,1,7,8,141,133
142,1,6,7,142,135
142,1,5,6,143,136
142,1,4,5,146,138
142,1,3,4,145,138
142,1,2,3,144,138
142,1,1,2,147,141
142,1,0,1,148,142
142,1,0,-1,149,142
142,1,-1,-2,150,142
143,0,8,9,140,133
143,0,7,8,141,133
143,0,6,7,142,135
143,0,5,6,143,136
143,0,4,5,146,138
143,0,3,4,145,138
143,0,2,3,144,138
143,0,1,2,147,141
143,0,0,1,148,142
143,0,0,-1,149,142
143,0,-1,-2,150,142
143,1,8,9,141,133
143,1,7,8,142,135
143,1,6,7,143,136
143,1,5,6,146,138
143,1,4,5,145,138
143,1,3,4,144,138
143,1,2,3,147,141
143,1,1,2,148,142
143,1,0,1,149,142
143,1,0,-1,150,142
144,0,8,9,141,133
144,0,7,8,142,135
144,0,6,7,143,136
144,0,5,6,146,138
144,0,4,5,145,138
144,0,3,4,144,138
144,0,2,3,147,141
144,0,1,2,148,142
144,0,0,1,149,142
144,0,0,-1,150,142
144,0,-1,-2,151,144
144,1,8,9,142,135
144,1,7,8,143,136
144,1,6,7,146,138
144,1,5,6,145,138
144,1,4,5,144,138
144,1,3,4,147,141
144,1,2,3,148,142
144,1,1,2,149,142
144,1,0,1,150,142
144,1,0,-1,151,144
145,0,8,9,142,135
145,0,7,8,143,136
145,0,6,7,146,138
145,0,5,6,145,138
145,0,4,5,144,138
145,0,3,4,147,141
145,0,2,3,148,142
145,0,1,2,149,142
145,0,0,1,150,142
145,0,0,-1,151,144
145,1,8,9,143,136
145,1,7,8,146,138
145,1,6,7,145,138
145,1,5,6,144,138
145,1,4,5,147,141
145,1,3,4,148,142
145,1,2,3,150,142
145,1,1,2,149,142
145,1,0,1,151,144
146,0,8,9,143,136
146,0,7,8,146,138
146,0,6,7,145,138
146,0,5,6,144,138
146,0,4,5,147,141
146,0,3,4,148,142
146,0,2,3,150,142
146,0,1,2,149,142
146,0,0,1,151,144
146,0,0,-1,152,146
146,1,8,9,146,138
146,1,7,8,145,138
146,1,6,7,144,138
146,1,5,6,147,141
146,1,4,5,148,142
146,1,3,4,150,142
146,1,2,3,149,142
146,1,1,2,151,144
146,1,0,1,152,146
147,0,8,9,146,138
147,0,7,8,145,138
147,0,6,7,144,138
147,0,5,6,147,141
147,0,4,5,148,142
147,0,3,4,150,142
147,0,2,3,149,142
147,0,1,2,151,144
147,0,0,1,152,146
147,1,8,9,145,138
147,1,7,8,144,138
147,1,6,7,147,141
147,1,5,6,148,142
147,1,4,5,149,142
147,1,3,4,150,142
147,1,2,3,151,144
147,1,1,2,152,146
147,1,0,1,-1,-1
148,0,8,9,145,138
148,0,7,8,144,138
148,0,6,7,147,141
148,0,5,6,148,142
148,0,4,5,149,142
148,0,3,4,150,142
148,0,2,3,151,144
148,0,1,2,152,146
148,0,0,1,154,148
148,0,0,-1,153,148
148,1,8,9,144,138
148,1,7,8,147,141
148,1,6,7,148,142
148,1,5,6,149,142
148,1,4,5,150,142
148,1,3,4,151,144
148,1,2,3,152,146
148,1,1,2,154,148
148,1,0,1,153,148
149,0,8,9,144,138
149,0,7,8,147,141
149,0,6,7,148,142
149,0,5,6,149,142
149,0,4,5,150,142
149,0,3,4,151,144
149,0,2,3,152,146
149,0,1,2,154,148
149,0,0,1,153,148
149,0,0,-1,155,149
149,1,8,9,147,141
149,1,7,8,148,142
149,1,6,7,149,142
149,1,5,6,150,142
149,1,4,5,151,144
149,1,3,4,152,146
149,1,2,3,154,148
149,1,1,2,153,148
149,1,0,1,155,149
150,0,8,9,147,141
150,0,7,8,148,142
150,0,6,7,149,142
150,0,5,6,150,142
150,0,4,5,151,144
150,0,3,4,152,146
150,0,2,3,154,148
150,0,1,2,153,148
150,0,0,1,155,149
150,0,0,-1,158,150
150,0,-1,-2,156,150
150,0,-2,-3,157,150
150,1,8,9,148,142
150,1,7,8,149,142
150,1,6,7,150,142
150,1,5,6,151,144
150,1,4,5,152,146
150,1,3,4,154,148
150,1,2,3,153,148
150,1,1,2,155,149
150,1,0,1,158,150
150,1,0,-1,156,150
150,1,-1,-2,157,150

